81;2600.41;11.40;1256.63;big
81;2573.90;11.50;1276.53;big
81;2593.57;11.70;1298.13;big
82;2544.57;10.30;1356.43;big
82;2587.09;12.10;1342.11;big
82;2533.04;10.40;1325.28;big
82;2562.80;10.80;1319.96;big
83;2570.14;10.30;1377.47;big
83;2564.60;10.10;1414.79;big
84;2628.29;11.10;1330.00;big
84;2682.49;11.10;1350.04;big
84;2648.61;11.00;1319.97;big
85;2634.66;11.20;1297.06;big
85;2638.62;10.70;1268.07;big
85;2677.24;12.10;1311.97;big
85;2689.32;10.30;1283.87;big
86;2609.11;10.10;1385.58;big
86;2647.33;10.80;1399.27;big
86;2660.95;10.50;1367.25;big
92;2705.69;10.70;1347.26;big
92;2726.52;10.20;1369.55;big
92;2743.45;10.10;1385.15;big
94;2697.68;10.10;1255.61;big
94;2665.95;10.10;1250.57;big
94;2698.88;10.40;1223.98;big
108;2931.45;10.00;1133.80;big
110;2981.81;18.10;1157.40;big
111;2970.92;10.00;1108.09;big
112;3016.10;10.00;1127.70;big
113;3016.35;10.20;1084.82;big
114;3050.09;10.00;1102.14;big
114;3067.72;10.00;1077.69;big
114;3078.86;10.00;1056.79;big
115;3154.63;11.40;1100.20;big
115;3110.12;10.00;1092.24;big
115;3125.53;10.00;1070.08;big
116;3034.00;16.80;1149.29;big
116;3075.67;15.70;1148.42;big
116;3081.89;10.00;1115.11;big
117;3138.85;11.40;1175.25;big
117;3112.14;14.30;1137.54;big
117;3154.22;10.10;1145.31;big
118;3168.49;10.00;1123.55;big
118;3202.29;10.00;1121.74;big
118;3194.52;10.00;1088.14;big
119;3171.47;10.70;1183.17;big
119;3189.98;10.50;1161.32;big
120;3224.90;10.00;1145.92;big
120;3265.05;10.00;1151.18;big
120;3295.36;9.90;1162.25;small
121;3179.16;10.50;1216.92;big
121;3209.71;10.30;1217.11;big
121;3200.21;10.90;1242.77;big
121;3224.16;10.30;1241.77;big
122;3218.06;10.70;1183.80;big
122;3249.06;10.30;1179.76;big
122;3272.24;10.80;1203.82;big
123;3314.59;10.70;1215.16;big
123;3288.05;10.00;1176.75;big
123;3314.84;10.00;1186.52;big
124;3317.53;11.70;1234.60;big
124;3345.49;10.00;1230.08;big
124;3375.33;10.00;1234.95;big
125;3261.25;10.40;1232.37;big
125;3291.72;11.60;1223.09;big
126;3210.00;10.40;1279.00;big
126;3234.89;10.50;1274.80;big
127;3117.36;10.00;1259.25;big
127;3139.71;10.00;1269.24;big
127;3160.30;10.70;1283.36;big
127;3165.82;10.10;1254.80;big
128;3138.85;14.40;1315.73;big
128;3109.77;15.20;1306.28;big
128;3106.15;10.30;1282.54;big
131;3072.44;10.00;1229.05;big
131;3108.17;10.00;1228.07;big
131;3147.14;10.20;1229.18;big
131;3122.72;10.10;1199.38;big
132;3023.04;10.00;1224.79;big
132;3010.17;10.00;1201.21;big
132;3027.24;10.00;1177.46;big
132;3050.94;10.00;1199.94;big
132;3086.58;11.20;1187.30;big
150;2214.55;11.40;1212.67;big
150;2234.64;12.90;1231.70;big
150;2251.38;12.20;1252.15;big
150;2250.96;11.70;1280.28;small
150;2258.52;9.70;1185.95;small
150;2189.91;9.60;1221.63;small
151;2290.07;10.30;1263.28;big
152;2274.52;11.50;1350.42;big
152;2233.84;10.70;1332.49;big
152;2260.35;11.10;1320.54;big
152;2276.82;14.20;1292.47;big
153;2199.45;10.00;1353.35;big
153;2210.82;10.80;1392.46;big
153;2254.60;18.50;1391.66;big
153;2296.62;13.90;1413.23;big
153;2311.29;11.00;1374.12;big
154;2164.21;10.10;1358.13;big
154;2122.36;10.10;1348.64;big
154;2153.09;10.00;1305.54;big
154;2118.52;10.00;1271.72;big
155;2107.94;10.90;1387.35;big
155;2060.04;10.30;1386.43;big
155;2079.25;10.20;1345.62;big
155;2090.11;10.10;1306.85;big
155;2043.43;9.90;1327.17;big
156;2051.41;10.40;1429.72;big
156;2100.25;10.80;1464.09;big
156;2122.17;12.60;1417.30;big
156;2162.50;12.20;1469.29;big
156;2161.24;14.00;1416.20;big
157;2115.53;13.20;1501.16;big
157;2155.00;13.60;1503.80;big
157;2086.64;11.20;1497.76;big
157;2067.50;11.20;1534.21;big
157;2067.65;10.30;1575.22;small
157;2024.61;9.80;1526.49;small
158;2109.04;14.70;1560.21;big
158;2140.14;16.30;1549.85;big
158;2170.72;18.00;1539.56;big
158;2200.57;19.10;1514.30;big
159;2166.13;13.90;1604.84;big
159;2130.47;11.80;1599.80;big
159;2095.71;11.40;1598.30;big
159;2058.61;11.20;1620.45;big
159;2113.56;10.40;1642.77;small
160;2237.78;13.90;1657.48;big
160;2219.67;13.00;1618.87;big
160;2240.14;13.60;1588.79;big
160;2210.77;14.20;1555.12;big
161;2220.96;13.90;1484.16;big
161;2221.49;12.80;1441.51;big
161;2260.59;16.40;1434.79;big
162;2273.82;14.00;1546.55;big
162;2315.74;14.40;1517.57;big
162;2333.80;12.10;1570.29;big
162;2266.40;13.90;1504.69;big
162;2293.20;15.20;1475.98;big
162;2372.53;11.90;1540.96;big
163;2287.47;11.70;1610.03;big
163;2340.22;11.50;1631.78;big
163;2280.97;13.10;1657.42;big
163;2318.19;14.30;1685.35;big
164;2302.26;16.10;1713.68;big
164;2267.09;16.60;1712.63;big
164;2225.66;13.00;1694.94;big
165;2330.79;17.20;1450.73;big
165;2354.10;12.50;1416.01;big
165;2375.73;12.60;1386.29;big
165;2405.13;11.80;1357.04;big
165;2390.09;11.10;1320.22;big
166;2508.22;10.90;1400.74;big
166;2479.72;14.90;1429.39;big
166;2434.67;16.00;1429.22;big
166;2459.87;11.70;1389.72;big
166;2449.35;10.70;1357.40;big
167;2358.03;16.40;1502.57;big
167;2401.89;15.70;1456.67;big
167;2416.92;11.70;1512.13;big
167;2469.24;10.30;1508.18;big
172;2353.23;11.70;1692.87;big
172;2413.63;10.40;1667.08;big
172;2396.98;10.40;1739.86;big
172;2414.01;10.40;1708.69;big
172;2454.79;10.20;1688.19;big
172;2445.81;10.40;1747.14;big
172;2473.93;10.40;1779.76;big
173;2329.72;10.50;1735.86;big
173;2332.35;10.40;1779.19;big
173;2377.63;10.30;1765.87;big
173;2363.70;10.20;1803.21;big
173;2408.02;10.50;1787.55;big
173;2389.74;10.30;1820.35;big
173;2412.44;10.40;1840.35;big
173;2464.90;10.80;1811.59;big
173;2359.12;9.50;1859.20;small
174;2599.60;13.10;1697.70;big
174;2592.08;11.00;1664.92;big
174;2568.75;10.00;1626.88;big
174;2644.44;13.00;1656.80;big
174;2627.06;10.10;1625.31;big
174;2606.76;10.00;1596.31;big
174;2666.81;10.90;1635.85;big
174;2655.94;10.00;1598.70;big
174;2639.88;10.00;1563.81;big
174;2700.38;12.90;1614.82;big
174;2693.20;10.40;1583.49;big
174;2697.54;10.40;1552.19;big
175;2484.99;10.20;1711.24;big
175;2523.57;10.80;1708.77;big
175;2562.24;10.20;1733.86;big
175;2549.88;11.40;1694.63;big
175;2537.70;10.00;1665.63;big
175;2523.39;10.70;1637.84;big
176;2588.28;12.80;1746.68;big
176;2607.28;14.00;1779.08;big
176;2653.79;12.50;1786.50;big
176;2648.58;14.30;1823.25;big
176;2691.18;9.50;1829.86;big
176;2714.81;9.50;1863.09;big
177;2512.65;11.40;1811.17;big
177;2513.06;10.80;1769.14;big
177;2545.32;12.10;1777.21;big
177;2570.19;16.10;1814.40;big
177;2610.92;14.40;1828.43;big
178;2448.16;10.20;1852.80;big
178;2484.28;11.40;1887.37;big
178;2517.77;13.60;1852.52;big
178;2528.70;14.30;1895.90;big
178;2579.77;15.40;1864.07;big
178;2593.91;15.90;1900.95;big
179;2632.36;14.60;1925.94;big
179;2650.35;13.10;1884.10;big
179;2675.16;16.50;1943.56;big
179;2699.40;15.20;1913.07;big
179;2730.85;15.90;1955.94;big
180;2833.66;9.80;1933.61;big
180;2788.01;10.00;1973.39;big
180;2824.04;9.80;1964.21;small
180;2856.95;9.50;1950.33;small
181;2776.02;16.00;1931.97;big
181;2758.79;14.30;1899.37;big
181;2766.66;15.60;1861.67;big
181;2818.53;14.70;1885.20;big
182;2656.21;15.20;1745.31;big
182;2617.73;14.60;1736.74;big
182;2675.49;13.60;1725.36;big
182;2637.19;13.70;1708.44;big
182;2658.41;13.00;1688.14;big
182;2699.90;15.40;1696.49;big
182;2735.97;13.30;1690.02;small
183;2722.10;17.00;1803.33;big
183;2704.24;16.60;1784.36;big
183;2685.78;15.70;1766.42;big
183;2711.91;14.50;1746.44;big
183;2735.27;15.40;1766.91;big
183;2732.01;12.20;1728.54;big
183;2756.87;13.70;1706.53;big
183;2794.87;15.30;1722.13;big
183;2760.19;15.60;1736.22;big
184;2766.72;18.00;1813.54;big
184;2799.28;16.10;1824.10;big
184;2839.70;12.10;1834.87;big
184;2777.94;13.60;1778.98;big
184;2819.39;15.70;1784.42;big
185;2838.54;11.60;1690.34;big
185;2806.15;14.20;1682.87;big
185;2777.13;13.30;1664.28;big
185;2744.75;16.60;1661.52;big
185;2713.81;11.90;1645.02;big
185;2678.42;11.70;1662.91;big
185;2743.68;15.70;1622.16;big
185;2763.45;14.00;1586.47;big
185;2792.51;16.40;1585.73;small
185;2732.77;11.90;1556.86;small
185;2788.85;13.10;1624.95;big
186;2838.48;14.70;1742.79;big
186;2871.07;16.00;1719.76;big
186;2918.86;15.20;1717.18;big
186;2967.50;14.00;1722.97;big
186;2955.65;10.10;1757.68;big
186;2917.34;11.50;1754.19;big
186;2883.02;14.70;1758.51;big
186;2883.36;16.40;1800.67;big
186;2935.58;11.00;1785.79;big
186;2957.05;10.80;1816.68;big
187;2902.41;11.50;1858.96;big
187;2895.35;10.00;1843.70;big
187;2918.39;9.50;1838.15;small
188;2944.64;11.50;1547.83;big
188;2898.32;11.00;1559.15;big
188;2845.27;20.90;1554.45;big
188;2946.45;13.60;1589.70;big
188;2894.11;11.40;1596.93;big
188;2842.86;17.60;1593.53;big
188;2831.38;15.60;1636.85;big
188;2887.43;14.90;1626.39;big
188;2925.18;15.70;1623.12;big
188;2902.30;16.50;1672.54;big
188;2950.12;16.50;1687.97;big
189;3068.81;10.00;1574.83;big
189;3029.36;10.00;1562.24;big
189;2989.38;10.00;1567.02;big
189;3075.84;16.80;1513.87;big
189;3036.55;18.30;1507.04;big
189;2996.76;25.50;1518.00;big
189;2956.09;19.30;1503.03;big
189;3040.61;11.50;1536.88;big
190;2994.20;13.70;1684.39;big
190;3008.26;11.60;1648.41;big
190;3033.24;11.50;1600.72;big
190;3003.47;10.30;1606.33;big
190;2975.35;11.40;1625.21;big
190;2953.34;11.50;1657.35;big
191;3088.53;14.20;1547.17;big
191;3116.67;13.60;1530.27;big
191;3186.37;19.20;1517.39;big
191;3152.44;17.80;1535.68;big
191;3184.90;18.60;1543.32;big
191;3222.65;14.60;1533.81;big
192;3217.49;10.80;1597.94;big
192;3215.48;11.60;1568.15;big
192;3174.24;10.00;1617.71;big
192;3160.54;12.60;1582.37;big
192;3123.34;12.30;1581.94;big
193;3048.67;10.80;1681.15;big
193;3086.70;10.80;1678.97;big
193;3125.91;11.20;1661.98;big
193;3053.29;10.10;1649.48;big
193;3068.26;10.70;1621.28;big
193;3118.68;10.00;1624.69;big
193;3095.51;10.00;1647.51;big
194;3205.81;14.30;1698.10;big
194;3173.38;10.70;1669.85;big
194;3239.97;13.20;1676.84;big
194;3210.25;10.00;1652.63;big
194;3250.68;10.00;1628.77;big
195;3016.42;17.40;1710.05;big
195;3046.29;17.20;1733.20;big
195;3009.73;10.40;1769.05;big
195;3069.71;10.00;1769.95;big
195;3001.48;12.50;1799.60;big
195;3046.78;11.90;1794.14;big
195;3090.72;10.90;1799.46;big
195;3021.78;10.70;1828.10;big
195;3065.87;16.40;1826.65;big
196;3085.63;10.10;1711.07;big
196;3124.05;11.20;1711.57;big
196;3161.73;10.30;1720.45;big
196;3110.34;9.60;1745.04;big
196;3150.09;11.50;1746.93;big
196;3194.63;12.30;1759.12;big
196;3127.01;12.10;1775.94;big
197;2996.74;9.80;1906.79;big
197;3026.59;13.20;1933.33;big
197;3051.20;12.30;1908.33;big
197;3089.66;14.60;1875.46;big
197;3047.64;13.80;1861.04;big
197;3101.71;19.00;1839.63;big
198;3104.71;17.30;1922.85;big
198;3062.63;12.90;1954.04;big
198;3108.65;11.40;1963.41;big
198;3166.83;17.60;1939.62;big
198;3146.49;12.10;1969.20;big
199;3175.69;17.00;1818.34;big
199;3132.04;14.50;1817.17;big
199;3141.94;15.80;1855.02;big
199;3179.76;15.80;1862.37;big
199;3142.83;14.00;1892.74;big
199;3197.29;13.90;1895.27;big
200;3229.92;15.70;1902.00;big
200;3264.54;12.80;1875.40;big
200;3289.35;14.30;1899.28;big
201;3204.16;15.30;1947.73;big
201;3242.01;13.10;1959.68;big
201;3264.46;13.50;1933.97;big
201;3307.48;13.90;1943.15;big
201;3282.29;9.80;1976.39;small
202;3413.58;9.90;1968.52;big
202;3338.35;9.50;1976.99;big
202;3397.69;9.50;1945.40;big
202;3350.13;9.70;1954.62;small
202;3368.26;9.80;1974.63;small
203;3315.46;11.80;1833.62;big
203;3355.13;11.10;1836.21;big
203;3337.59;11.50;1862.92;big
203;3374.22;13.50;1871.36;big
203;3350.49;16.50;1909.04;big
203;3406.27;13.70;1902.75;big
204;3221.78;16.40;1845.87;big
204;3273.20;16.80;1836.50;big
204;3210.56;16.40;1797.82;big
204;3272.68;16.80;1797.91;big
204;3303.86;16.00;1775.74;small
204;3244.74;17.90;1821.38;big
205;3392.48;17.60;1778.25;big
205;3440.49;15.70;1778.01;big
205;3401.58;16.60;1810.20;big
205;3436.90;16.50;1817.21;big
205;3466.64;16.50;1809.17;big
205;3404.30;16.80;1838.73;big
205;3457.88;16.00;1844.28;big
205;3435.49;13.80;1866.11;big
206;3479.17;17.90;1754.99;big
206;3510.81;16.50;1752.45;big
206;3513.86;16.70;1785.04;big
206;3551.60;11.00;1784.91;big
206;3508.71;11.90;1835.41;big
206;3498.45;11.10;1870.99;big
206;3464.57;10.30;1893.87;big
206;3547.53;9.50;1846.04;big
207;3238.61;11.00;1754.15;big
207;3266.04;10.70;1741.25;big
207;3299.30;11.40;1740.26;big
207;3221.32;10.00;1726.87;big
207;3283.06;10.00;1710.07;big
208;3355.08;10.90;1643.34;big
208;3343.22;10.80;1670.04;big
208;3311.15;15.20;1655.15;big
208;3293.65;11.50;1682.39;big
209;3317.06;13.50;1796.65;big
209;3362.39;14.60;1793.44;big
209;3343.01;13.30;1763.05;big
209;3364.71;12.50;1738.22;big
209;3340.71;9.50;1713.93;big
210;3496.32;13.30;1718.42;big
210;3511.68;12.40;1689.84;big
210;3556.10;10.10;1688.83;big
210;3539.68;11.40;1720.09;big
210;3556.61;11.10;1748.47;big
211;3399.69;13.10;1629.19;big
211;3432.03;10.70;1659.98;big
211;3472.83;17.90;1660.91;big
211;3381.49;10.00;1669.41;big
211;3421.48;13.50;1693.42;big
211;3461.91;12.40;1693.06;big
211;3397.10;12.40;1715.53;big
211;3447.68;14.60;1721.05;big
211;3427.11;17.00;1745.38;big
212;3594.74;10.00;1637.27;big
212;3567.12;10.00;1652.40;big
212;3533.81;10.50;1639.74;big
212;3514.17;14.50;1654.56;big
212;3503.14;10.70;1615.41;big
212;3522.73;10.00;1598.62;big
212;3470.02;11.40;1626.90;small
213;3436.28;15.90;1618.20;big
213;3416.32;12.60;1590.27;big
213;3468.84;10.40;1587.69;big
214;3301.04;15.90;1537.58;big
214;3256.96;10.50;1563.40;big
214;3298.59;10.20;1587.52;big
214;3293.01;10.00;1624.51;big
214;3360.08;11.00;1590.03;big
